,comment_text,toxic
96,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
97,<user> what did the old lady do was she a nazi or white supremacist,0
98,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
99,why does anyone care what the albino nigger has to say,1
100,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
101,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
102,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
103,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
104,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
105,this sounds like a kike national socialist,0
106,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
107,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
108,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
109,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
110,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
111,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
112,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
113,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
114,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
115,<user> what did the old lady do was she a nazi or white supremacist,0
116,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
117,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
118,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
119,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
120,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
121,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
122,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
123,nogs jews and dykes how enriching,0
