,comment_text,toxic
60,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
61,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
62,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
63,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
64,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
65,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
66,<user> condoning drug use not kike at all thanks for that disclosure,0
67,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
68,oomf a <number> yearl old closet gay and obsessed with me someone help,0
69,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
70,oomf a <number> yearl old closet gay and obsessed with me someone help,0
71,nawt yall niggers ignoring me,1
72,why does anyone care what the albino nigger has to say,1
73,comment_text,0
74,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
75,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
76,oomf a <number> yearl old closet gay and obsessed with me someone help,0
77,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
78,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
79,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
80,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
81,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
82,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
83,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
84,nogs jews and dykes how enriching,0
85,why does anyone care what the albino nigger has to say,1
86,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
87,italian niggas call they dick the poozingi,1
88,oomf a <number> yearl old closet gay and obsessed with me someone help,0
89,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
90,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
91,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
92,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
93,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
94,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
95,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
96,nawt yall niggers ignoring me,1
97,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
98,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
99,this sounds like a kike national socialist,0
100,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
101,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
102,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
103,comment_text,0
104,why does anyone care what the albino nigger has to say,1
105,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
106,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
107,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
108,italian niggas call they dick the poozingi,1
109,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
110,lol what a stupid kike,1
111,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
112,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
113,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
114,this sounds like a kike national socialist,0
115,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
116,oomf a <number> yearl old closet gay and obsessed with me someone help,0
117,lol what a stupid kike,1
118,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
119,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
120,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
121,nawt yall niggers ignoring me,1
122,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
123,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
124,nogs jews and dykes how enriching,0
125,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
126,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
127,this sounds like a kike national socialist,0
128,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
129,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
130,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
131,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
132,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
133,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
134,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
135,italian niggas call they dick the poozingi,1
136,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
137,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
138,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
139,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
140,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
141,comment_text,0
142,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
143,nogs jews and dykes how enriching,0
144,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
145,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
146,italian niggas call they dick the poozingi,1
147,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
148,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
149,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
150,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
151,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
152,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
153,nogs jews and dykes how enriching,0
154,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
155,why does anyone care what the albino nigger has to say,1
156,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
157,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
158,nogs jews and dykes how enriching,0
159,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
160,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
161,lol what a stupid kike,1
162,oomf a <number> yearl old closet gay and obsessed with me someone help,0
163,nawt yall niggers ignoring me,1
164,lol what a stupid kike,1
165,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
166,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
167,comment_text,0
168,italian niggas call they dick the poozingi,1
169,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
170,<user> what did the old lady do was she a nazi or white supremacist,0
171,lol what a stupid kike,1
172,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
173,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
174,fellas be careful she texting other niggas,0
175,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
176,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
177,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
178,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
179,nawt yall niggers ignoring me,1
180,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
181,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
182,lol what a stupid kike,1
183,comment_text,0
184,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
185,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
186,nawt yall niggers ignoring me,1
187,italian niggas call they dick the poozingi,1
188,nawt yall niggers ignoring me,1
189,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
190,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
191,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
192,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
193,nogs jews and dykes how enriching,0
194,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
195,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
196,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
197,<user> condoning drug use not kike at all thanks for that disclosure,0
198,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
199,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
200,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
201,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
202,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
203,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
204,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
205,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
206,<user> condoning drug use not kike at all thanks for that disclosure,0
207,lol what a stupid kike,1
208,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
209,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
210,oomf a <number> yearl old closet gay and obsessed with me someone help,0
211,oomf a <number> yearl old closet gay and obsessed with me someone help,0
212,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
213,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
214,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
215,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
216,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
217,lol what a stupid kike,1
218,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
219,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
220,nogs jews and dykes how enriching,0
221,comment_text,0
222,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
223,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
224,lol what a stupid kike,1
225,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
226,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
227,fellas be careful she texting other niggas,0
228,<user> what did the old lady do was she a nazi or white supremacist,0
229,fellas be careful she texting other niggas,0
230,comment_text,0
231,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
232,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
233,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
234,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
235,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
236,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
237,fellas be careful she texting other niggas,0
238,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
239,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
240,oomf a <number> yearl old closet gay and obsessed with me someone help,0
241,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
242,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
243,why does anyone care what the albino nigger has to say,1
244,fellas be careful she texting other niggas,0
245,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
246,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
247,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
248,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
249,fellas be careful she texting other niggas,0
250,nawt yall niggers ignoring me,1
251,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
252,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
253,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
254,nogs jews and dykes how enriching,0
255,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
256,this sounds like a kike national socialist,0
257,<user> condoning drug use not kike at all thanks for that disclosure,0
258,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
259,comment_text,0
260,why does anyone care what the albino nigger has to say,1
261,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
262,comment_text,0
263,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
264,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
265,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
266,lol what a stupid kike,1
267,oomf a <number> yearl old closet gay and obsessed with me someone help,0
268,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
269,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
270,this sounds like a kike national socialist,0
271,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
272,lol what a stupid kike,1
273,nawt yall niggers ignoring me,1
274,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
275,<user> condoning drug use not kike at all thanks for that disclosure,0
276,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
277,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
278,<user> what did the old lady do was she a nazi or white supremacist,0
279,italian niggas call they dick the poozingi,1
280,<user> what did the old lady do was she a nazi or white supremacist,0
281,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
282,oomf a <number> yearl old closet gay and obsessed with me someone help,0
283,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
284,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
285,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
286,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
287,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
288,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
289,lol what a stupid kike,1
290,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
291,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
292,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
293,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
294,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
295,nogs jews and dykes how enriching,0
296,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
297,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
298,fellas be careful she texting other niggas,0
299,lol what a stupid kike,1
300,why does anyone care what the albino nigger has to say,1
301,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
302,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
303,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
304,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
305,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
306,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
307,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
308,nawt yall niggers ignoring me,1
309,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
310,this sounds like a kike national socialist,0
311,fellas be careful she texting other niggas,0
312,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
313,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
314,<user> what did the old lady do was she a nazi or white supremacist,0
315,<user> condoning drug use not kike at all thanks for that disclosure,0
316,why does anyone care what the albino nigger has to say,1
317,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
318,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
319,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
320,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
321,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
322,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
323,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
324,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
325,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
326,this sounds like a kike national socialist,0
327,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
328,this sounds like a kike national socialist,0
329,oomf a <number> yearl old closet gay and obsessed with me someone help,0
330,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
331,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
332,fellas be careful she texting other niggas,0
333,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
334,<user> what did the old lady do was she a nazi or white supremacist,0
335,fellas be careful she texting other niggas,0
336,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
337,nawt yall niggers ignoring me,1
338,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
339,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
340,oomf a <number> yearl old closet gay and obsessed with me someone help,0
341,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
342,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
343,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
344,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
345,comment_text,0
346,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
347,<user> condoning drug use not kike at all thanks for that disclosure,0
